Common_Name,SMILES,MorganFingerprint,Predicted_Prob,Predicted_Activity
"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)C(O)[C@H](O)[C@H]1O,[0 0 0 ... 1 0 0],0.17252749,0
SUVN-G3031,O=C(CN1CCOCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1,[0 0 0 ... 0 0 0],0.17238994,0
Florfenicol,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,[0 1 0 ... 0 0 0],0.17234455,0
Cytochlor,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Cl,[0 0 0 ... 0 0 0],0.17231989,0
p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O2)c(=O)[nH]c1=O,[0 0 0 ... 0 0 0],0.17216165,0
5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate,C[C@](O[C@@H]1CC(C(=O)O)=C[C@@H](OP(=O)(O)O)[C@H]1O)(OP(=O)(O)O)C(=O)O,[0 0 0 ... 0 0 0],0.17201313,0
"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide",CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,[0 0 0 ... 0 0 0],0.17187332,0
Deoxyinosine,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,[0 0 0 ... 0 0 0],0.17184871,0
BLXA4,CCCCC[C@@H](O)/C=C/c1ccccc1/C=C/[C@@H](O)[C@@H](O)CCCC(=O)O,[0 1 0 ... 0 0 0],0.17184703,0
5'-S-[2-(decylamino)ethyl]-5'-thioadenosine,CCCCCCCCCCNCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,[0 0 0 ... 0 1 0],0.17183451,0
Mebhydrolin,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,[0 0 0 ... 0 0 0],0.17180245,0
Euflavine,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],[0 0 0 ... 0 0 0],0.17178118,0
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,[0 0 0 ... 0 0 0],0.1717748,0
Potassium aspartate,N[C@@H](CC(=O)[O-])C(=O)[O-].N[C@@H](CC(=O)[O-])C(=O)[O-].O.[H+].[H+].[K+].[K+],[0 1 0 ... 0 0 0],0.17173241,0
Ferrous aspartate,N[C@@H](CC(=O)[O-])C(=O)[O-].[Fe+2],[0 1 0 ... 0 0 0],0.17173241,0
Vorolanib,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)N[C@H]1CCN(C(=O)N(C)C)C1,[0 0 0 ... 0 0 0],0.17168364,0
Amitifadine,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,[0 0 0 ... 0 0 0],0.17164738,0
4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN,C=C/C=N/[C@@H]1CCc2c(O)cccc21,[0 0 0 ... 0 0 0],0.17145981,0
Telatinib,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,[0 0 0 ... 0 0 0],0.17138101,0
Tofimilast,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,[0 0 0 ... 0 0 0],0.1713689,0
Denifanstat,Cc1nc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)n[nH]1,[0 0 0 ... 0 0 0],0.17120282,0
[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE,O=C(CNS(=O)(=O)C1CCCCC1)N[C@H](CCNc1cc[nH+]cc1)C(=O)N1CCCCC1,[0 1 1 ... 0 0 0],0.17117062,0
"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)NP(=O)(O)O)O2)c(=O)[nH]1,[0 0 0 ... 0 0 0],0.1709469,0
Abemaciclib,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,[0 1 0 ... 0 0 0],0.17093183,0
LY-2881835,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(CN3CCC4(C=Cc5ccccc54)CC3)cc2)cc1,[0 1 0 ... 0 0 0],0.17088807,0
CHROMOPHORE (ASP-TYR-GLY),N[C@@H](CC(=O)O)C1=N/C(=C\c2ccc(O)cc2)C(=O)N1CC(=O)O,[0 1 0 ... 0 0 0],0.17083044,0
4-Deoxyglucarate,O=C([O-])[C@@H](O)C[C@H](O)[C@@H](O)C(=O)[O-],[0 1 0 ... 0 0 0],0.17078121,0
3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid,O=S(=O)(O)CCCSc1nc2ccccc2s1,[0 0 0 ... 0 0 0],0.17074576,0
2'-deoxy-5-(hydroxymethyl)uridine 5'-(dihydrogen phosphate),O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1CO,[0 0 0 ... 0 0 0],0.17074566,0
Carboxymycobactin T,O=C(O)CCCCCC/C=C\[C@@H]1[O][Fe@@]23[O]c4ccccc4[C@H]4N[C@@H](CO4)C(=O)N[C@H](CCCCN1[O]2)C(=O)OCCC(=O)N[C@@H]1CCCCN([O]3)C1=O,[0 0 0 ... 0 0 0],0.17068405,0
N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,COc1ccc(S(=O)(=O)N(CC(=O)NO)CC(C)C)cc1,[0 1 0 ... 0 0 0],0.17063929,0
Chlorocresol,Cc1cc(O)ccc1Cl,[0 0 0 ... 0 0 0],0.17057973,0
AQ-13,CCN(CC)CCCNc1ccnc2cc(Cl)ccc12.Cl.Cl,[0 0 0 ... 0 0 0],0.17057773,0
Racecadotril,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,[0 1 0 ... 0 0 0],0.17046858,0
Lumiflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,[0 0 0 ... 0 0 0],0.17046323,0
"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine",Nc1nc(N)c2c(Sc3ccc(N4CCOCC4)cc3)cccc2n1,[0 1 0 ... 0 0 0],0.17042097,0
Nipecotic acid,O=C(O)C1CCCNC1,[0 0 0 ... 0 0 0],0.1703703,0
2-Aminoquinazolin-4(3h)-One,Nc1nc2ccccc2c(=O)[nH]1,[0 0 0 ... 0 0 0],0.1703029,0
"2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID",O=[S@](O)c1ccccc1-c1ccccc1O,[0 0 0 ... 0 0 0],0.17029776,0
N-2-Thiophen-2-Yl-Acetamide Boronic Acid,O=C(Cc1cccs1)NCB(O)O,[0 0 0 ... 0 0 0],0.1702536,0
Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,[0 0 0 ... 0 0 1],0.17024094,0
Quaternium-24,CCCCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-],[0 0 0 ... 0 0 0],0.17020614,0
Distearyldimonium,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,[0 0 0 ... 0 0 0],0.17020614,0
Dioctyldimonium,CCCCCCCC[N+](C)(C)CCCCCCCC,[0 0 0 ... 0 0 0],0.17020614,0
Didecyldimethylammonium,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,[0 0 0 ... 0 0 0],0.17020614,0
Danicamtiv,Cn1cc(S(=O)(=O)[C@@](C)(F)C2CCN(C(=O)Nc3ccon3)CC2)c(C(F)F)n1,[0 1 0 ... 0 0 0],0.17009382,0
Zenarestat,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,[0 0 0 ... 0 0 0],0.1700729,0
Lorundrostat,CC(=O)N[C@H]1CC[C@H](NC(=O)CN2CCN(c3nncc(-c4ccc(C)cc4)n3)CC2)CC1,[0 0 0 ... 0 0 0],0.1699983,0
Radicicol,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,[0 0 0 ... 0 0 0],0.16996545,0
"N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide",CC(=O)NN1C(=O)N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O,[0 0 0 ... 0 0 0],0.16996312,0
HSK-3486,CC(C)c1cccc([C@H](C)C2CC2)c1O,[0 1 0 ... 0 0 0],0.16991866,0
4-Methoxy-E-Rhodomycin T,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(OC)c1C3=O,[0 0 0 ... 0 0 0],0.16990408,0
Mepixanox,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,[0 0 1 ... 0 0 0],0.16990319,0
CRA_10972,CC(C)COc1cccc(-c2nc3cc(C(=N)N)c(Cl)cc3[nH]2)c1O,[0 1 0 ... 0 0 0],0.16979021,0
N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,CCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,[0 0 0 ... 0 0 0],0.16973475,0
Benzylfentanyl,CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,[0 0 0 ... 0 0 0],0.16955175,0
D-Isovaline,CC[C@@](C)(N)C(=O)O,[0 0 0 ... 0 0 0],0.16950521,0
Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[0 0 0 ... 0 0 0],0.16949224,0
Mavacamten,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,[0 1 0 ... 0 0 0],0.16943222,0
Benzylpenicilloyl polylysine,[H]N[C@H](CCCCN)C(=O)O.[H]N[C@H](CCCCNC(=O)C(NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)O)C(C)(C)S1)C(=O)O,[0 1 0 ... 0 0 0],0.16927074,0
"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine",C[C@H](Oc1cccc2nc(N)nc(N)c12)c1cccc(Cl)c1,[0 1 0 ... 0 0 0],0.16922909,0
Pterin-6-Yl-Methyl-Monophosphate,Nc1nc2ncc(COP(=O)(O)O)nc2c(=O)[nH]1,[0 0 0 ... 0 0 0],0.16915269,0
Motesanib,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,[0 0 0 ... 0 0 0],0.16915043,0
Hydrastine,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,[0 0 0 ... 0 0 0],0.1689915,0
3-Chloroalaninate,[NH3+][C@H](CCl)C(=O)[O-],[0 1 0 ... 0 0 0],0.16897152,0
"(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",Cc1cccc2c1C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2,[0 0 0 ... 0 0 0],0.16886862,0
Sulfaethoxypyridazine,CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,[0 0 0 ... 0 0 0],0.16886683,0
1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly),CC(C)CC1=N[C@](O)([C@@H](N)[C@@H](C)O)N(CC=O)C1=O,[0 1 0 ... 0 0 0],0.16885069,0
CP-122721,COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,[0 0 0 ... 0 0 0],0.16876665,0
Gadobenic acid,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O.[Gd+3],[0 1 0 ... 0 0 0],0.16876034,0
3'-deoxy-3'-aminothymidine monophosphate,Cc1cn([C@H]2C[C@H](N)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,[0 0 0 ... 0 0 0],0.16870773,0
"6-amino-2-[(2-morpholin-4-ylethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",Nc1nc2cc3[nH]c(NCCN4CCOCC4)nc3cc2c(=O)[nH]1,[0 0 0 ... 0 0 0],0.16868283,0
S-Adenosyl-L-Homoselenocysteine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[Se]CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,[0 1 0 ... 0 0 0],0.16864406,0
L-778123,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,[0 0 0 ... 0 0 0],0.16864134,0
CHIR-124,O=c1[nH]c2ccc(Cl)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,[0 0 0 ... 0 0 0],0.16863106,0
Iofolastat I-123,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc([123I])cc1)C(=O)O)C(=O)O,[0 1 0 ... 0 0 0],0.16862252,0
Sulfamerazine,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,[0 0 0 ... 0 0 0],0.16849923,0
(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,CC[C@@H](Cc1ccc(OC)c(CNC(=O)c2ccc(C(F)(F)F)cc2F)c1)C(=O)O,[0 1 0 ... 0 0 0],0.1684973,0
Debromohymenialdisine,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]ccc32)N1,[0 0 0 ... 0 0 0],0.16838636,0
Fenbendazole,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,[0 0 0 ... 0 0 0],0.16838332,0
L-serine O-sulfate,N[C@@H](COS(=O)(=O)O)C(=O)O,[0 1 0 ... 0 0 0],0.16835739,0
5-(2-METHOXYPHENYL)-2-FUROIC ACID,COc1ccccc1-c1ccc(C(=O)O)o1,[0 0 0 ... 0 0 0],0.16827594,0
Eritoran,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)(O)O)[C@@H]1OCC[C@@H](CCCCCCC)OC,[0 1 0 ... 0 0 0],0.16812176,0
Rhodamine 6G,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-],[0 1 0 ... 0 0 0],0.16796108,0
5-[2-(TRIFLUOROMETHYL)PHENYL]-2-FUROIC ACID,O=C(O)c1ccc(-c2ccccc2C(F)(F)F)o1,[0 0 0 ... 0 0 0],0.16771975,0
IP-2018,O=c1ccc2ccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)cc2o1,[0 0 0 ... 0 0 0],0.1676946,0
Fluocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,[0 0 0 ... 0 0 0],0.16769442,0
Oxymatrine,O=C1CCC[C@@H]2[C@H]3CCC[N@+]4([O-])CCC[C@@H](CN12)[C@@H]34,[0 0 0 ... 0 0 0],0.16763462,0
Vinylsulfonic acid,C=CS(=O)(=O)O,[0 0 0 ... 0 0 0],0.16762312,0
5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,C[C@H](C1=c2cc(O)ccc2=NC1=O)c1ccc[nH]1,[0 1 0 ... 0 0 0],0.16750152,0
Vapitadine,NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1,[0 0 0 ... 0 0 0],0.16747032,0
(12R)-12-hydroxyeicosapentaenoic acid,CC/C=C\C/C=C\C[C@@H](O)/C=C/C=C\C/C=C\CCCC(=O)O,[0 1 0 ... 0 0 0],0.16746141,0
Isopropyl beta-D-thiogalactopyranoside,CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,[0 1 0 ... 0 0 0],0.16744874,0
Kappadione,Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],[0 0 0 ... 0 0 0],0.16742255,0
Peficitinib,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@](O)(C3)C2,[0 0 1 ... 0 0 0],0.16741359,0
Flavin-adenine dinucleotide-N5-isobutyl ketone,Cc1cc2c(cc1C)N(C(=O)C(C)C)c1c([O-])nc(=O)[nH]c1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H]([N+]2=CN=C3C(=N)N=CN=C32)[C@H](O)[C@@H]1O,[0 1 0 ... 0 0 0],0.16741258,0
1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,CC(=O)N[C@]1(C(N)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,[0 0 0 ... 0 0 0],0.16733375,0
A-674563,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,[0 1 0 ... 0 0 0],0.16728672,0
"5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine",[O-]S([O-])([O-])c1ccc(-c2c3nc(c(-c4ccc(S(O)(O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(O)(O)O)cc4)c4nc(c(-c5ccc(S([O-])(O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,[0 0 0 ... 0 0 0],0.16722086,0
7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1H-benzimidazole-5-carbonitrile,Cn1cnc2cc(C#N)c(-c3ccccc3Cl)c(CN)c21,[0 0 0 ... 0 0 0],0.1671498,0
"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",O=C([O-])C1=[NH+]CCC1,[0 0 0 ... 0 0 0],0.16708328,0
Lunasine,COc1c2c([n+](C)c3c(OC)cccc13)O[C@@H](C(C)C)C2,[0 1 0 ... 0 0 0],0.1670398,0
"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide",Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(C(=O)N[C@@H](C)CO)s3)n2)c1,[0 1 0 ... 0 0 0],0.16692406,0
CP-601927,FC(F)(F)c1ccc2c(c1)[C@H]1CNC[C@@H]2C1,[0 0 0 ... 0 0 0],0.16685055,0
Cinoxate,CCOCCOC(=O)/C=C/c1ccc(OC)cc1,[0 0 0 ... 0 0 0],0.16684608,0
Butacaine,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,[0 0 0 ... 0 0 0],0.16673705,0
2-Aminoethanimidic Acid,N=CCN,[0 0 0 ... 0 0 0],0.16672774,0
Lucanthone,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,[0 0 0 ... 0 0 0],0.16669497,0
"N-[(2S,3S)-4-[2-[(5S)-3a,4,5,6,7,7a-Hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide",COc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC[C@@H]2CCC3OCOC3C2)C(=O)CCN2C(=O)c3ccccc3C2=O)cc(OC)c1OCc1ccccc1,[0 1 0 ... 0 0 0],0.1666122,0
Resminostat,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,[0 0 0 ... 0 0 0],0.16659838,0
Beta-Amino Isobutyrate,C[C@H](CN)C(=O)[O-],[0 1 0 ... 0 0 0],0.1664548,0
Levopropoxyphene,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,[0 1 0 ... 0 0 0],0.16622315,0
Dextropropoxyphene,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,[0 1 0 ... 0 0 0],0.16622315,0
Lodenafil carbonate,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCOC(=O)OCCN5CCN(S(=O)(=O)c6ccc(OCC)c(-c7nc8c(CCC)nn(C)c8c(=O)[nH]7)c6)CC5)CC4)ccc3OCC)nc12,[0 0 0 ... 0 0 0],0.16619861,0
Manganese citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mn+2].[Mn+2].[Mn+2],[0 0 0 ... 0 0 1],0.16618508,0
CRA_10991,NC(=[NH2+])c1cc2cc(-c3cccc(OC4CCCC4)c3[O-])[nH]c2cc1Cl,[0 0 0 ... 0 0 0],0.16600019,0
Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,[0 0 0 ... 0 0 0],0.165984,0
Novo Nordisk a/S Compound,O=C(O)C(=O)Nc1ccc(I)cc1C(=O)O,[0 0 0 ... 0 0 0],0.1659478,0
Apalutamide,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,[0 0 0 ... 0 0 0],0.16587698,0
"(4S)-5-Fluoro-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",O=C1NC=C(F)[C@H](O)N1,[0 0 0 ... 0 0 0],0.16587143,0
Hydrogen,[H][H],[0 0 0 ... 0 0 0],0.16583845,0
9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,N#Cc1nc(Nc2ccccc2OCCCn2ccnc2)c2ncn(C3CCCC3)c2n1,[0 0 0 ... 0 0 0],0.16580224,0
Ibrexafungerp,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,[0 1 0 ... 0 0 0],0.16571558,0
Bethanidine,C/N=C(\NC)NCc1ccccc1,[0 0 0 ... 0 0 0],0.16566972,0
"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",CC(=O)N[C@H]1[C@H](OCC(C)C)OC(C(=O)O)=C[C@@H]1O,[0 1 0 ... 0 0 0],0.1656556,0
Filociclovir,Nc1nc2c(ncn2/C=C2/CC2(CO)CO)c(=O)[nH]1,[0 0 0 ... 0 0 0],0.16564521,0
"N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE",COc1cncc(-c2cccc(CNc3cccnc3N)c2)c1,[0 0 0 ... 0 0 0],0.16564378,0
(-)-menthol 1-propylene glycol carbonate,CC(O)COC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,[0 1 0 ... 0 0 0],0.16558836,0
Cefacetrile,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,[0 0 0 ... 0 0 0],0.16551496,0
Menthyl salicylate,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccccc1O,[0 1 0 ... 0 0 0],0.16547474,0
Acarbose,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,[0 1 0 ... 1 0 0],0.1654277,0
Hydrastinine,CN1CCc2cc3c(cc2C1O)OCO3,[0 0 0 ... 0 0 0],0.16539414,0
Ciclopirox,Cc1cc(C2CCCCC2)n(O)c(=O)c1,[0 0 1 ... 0 0 0],0.16526937,0
Ribavirin monophosphate,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)n1,[0 0 0 ... 0 0 0],0.16523184,0
Seliforant,CNC1CN(c2cc(N)nc(CC(C)C)n2)C1,[0 1 0 ... 0 0 0],0.16521946,0
Lersivirine,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,[0 0 0 ... 0 0 0],0.16521008,0
Guanosine-5'-Diphosphate,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,[0 0 0 ... 0 0 0],0.16518275,0
Guanosine-5'-Triphosphate,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,[0 0 0 ... 0 0 0],0.16518275,0
Palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,[0 0 0 ... 0 1 0],0.16517384,0
Lobucavir,Nc1nc2c(ncn2[C@@H]2C[C@H](CO)[C@H]2CO)c(=O)[nH]1,[0 0 0 ... 0 0 0],0.16505906,0
Trilostane,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,[0 0 0 ... 0 0 0],0.16505642,0
"3,4,5-Trimethoxyamphetamine",COc1cc(CC(C)N)cc(OC)c1OC,[0 1 0 ... 0 0 0],0.16505013,0
5-[3-(BENZYLAMINO)PHENYL]-4-BROMO-3-(CARBOXYMETHOXY)THIOPHENE-2-CARBOXYLIC ACID,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NCc3ccccc3)c2)c1Br,[0 0 0 ... 0 0 0],0.16494127,0
4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE,O=C(O)CNC(=O)CCC[P@](=O)(O)OCc1ccc([N+](=O)[O-])cc1,[0 0 0 ... 0 0 0],0.16494086,0
